성별,연령대,몸무게,운동경력,운동목적,운동종목,추천무게(kg),추천횟수,추천세트수,쉬는시간(초)
남성,10대,54.2,중급자,다이어트,랫 풀다운 머신,32.5,15,3,45
남성,60대 이상,64.1,초보자,다이어트,벤치프레스,15.0,20,3,34
남성,50대,90.5,중급자,근비대,벤치프레스,52.5,10,4,85
여성,10대,58.4,초보자,스트렝스,워킹 런지,12.5,3,4,147
남성,60대 이상,78.1,중급자,근비대,레그 컬 머신,67.5,10,4,68
남성,20대,88.6,중급자,스트렝스,인클라인 덤벨 프레스,65.0,4,5,174
남성,30대,78.1,중급자,스트렝스,벤치프레스,57.5,5,4,129
남성,10대,84.1,중급자,다이어트,페이스 풀,37.5,18,3,35
여성,10대,54.8,상급자,스트렝스,인클라인 덤벨 프레스,40.0,5,5,144
남성,60대 이상,61.3,중급자,재활/건강,랫 풀다운 머신,27.5,18,3,92
여성,30대,53.3,초보자,근비대,바벨 스쿼트,10.0,12,4,87
남성,30대,71.2,상급자,스트렝스,바벨 로우,80.0,3,4,174
여성,50대,48.8,중급자,재활/건강,사이드 레터럴 레이즈,10.0,20,3,98
여성,40대,44.8,상급자,재활/건강,어시스트 풀업 머신,17.5,20,2,93
여성,60대 이상,57.4,상급자,근비대,바벨 스쿼트,35.0,11,4,68
여성,50대,41.6,초보자,다이어트,시티드 로우 머신,10.0,17,3,32
여성,30대,51.9,상급자,근비대,인클라인 덤벨 프레스,32.5,12,4,72
남성,20대,79.9,초보자,스트렝스,체스트 프레스 머신,42.5,3,4,126
남성,20대,69.9,중급자,근비대,숄더 프레스 머신,62.5,8,3,76
남성,20대,68.3,초보자,스트렝스,펙덱 플라이 머신,35.0,3,5,122
여성,30대,61.0,중급자,다이어트,오버헤드 프레스,17.5,20,3,39
여성,40대,56.8,중급자,재활/건강,레그 프레스 머신,17.5,17,3,118
여성,20대,48.3,초보자,재활/건강,펙덱 플라이 머신,7.5,15,3,109
남성,40대,60.0,중급자,다이어트,바벨 로우,27.5,19,3,55
남성,50대,85.4,상급자,근비대,레그 컬 머신,120.0,12,4,73
남성,10대,72.7,초보자,재활/건강,루마니안 데드리프트,10.0,20,2,97
남성,40대,74.3,상급자,스트렝스,숄더 프레스 머신,125.0,4,4,124
남성,10대,58.2,상급자,스트렝스,레그 익스텐션 머신,90.0,4,4,151
여성,40대,55.0,중급자,재활/건강,레그 프레스 머신,12.5,17,2,116
남성,20대,80.6,상급자,재활/건강,어시스트 풀업 머신,47.5,20,2,103
여성,30대,53.1,중급자,근비대,레그 컬 머신,27.5,12,3,76
남성,10대,81.2,중급자,근비대,레그 컬 머신,77.5,10,4,73
남성,30대,63.4,중급자,재활/건강,벤치프레스,17.5,16,2,112
남성,60대 이상,74.1,중급자,근비대,벤치프레스,42.5,12,3,80
여성,60대 이상,62.6,초보자,다이어트,바벨 로우,10.0,15,3,51
남성,20대,76.3,중급자,스트렝스,페이스 풀,57.5,4,4,156
남성,10대,83.7,상급자,다이어트,페이스 풀,50.0,20,3,55
여성,60대 이상,62.8,초보자,스트렝스,사이드 레터럴 레이즈,15.0,5,4,159
남성,30대,83.9,상급자,다이어트,벤치프레스,57.5,17,3,53
남성,50대,67.4,초보자,다이어트,레그 프레스 머신,22.5,17,3,57
남성,40대,79.8,중급자,스트렝스,오버헤드 프레스,60.0,5,4,167
남성,60대 이상,80.6,초보자,다이어트,벤치프레스,20.0,16,3,52
남성,10대,74.5,중급자,재활/건강,레그 컬 머신,27.5,15,3,100
남성,30대,61.7,초보자,근비대,체스트 프레스 머신,27.5,9,4,81
여성,60대 이상,63.8,초보자,다이어트,시티드 로우 머신,12.5,18,3,52
여성,30대,44.6,중급자,근비대,시티드 로우 머신,25.0,8,3,86
여성,40대,54.6,중급자,다이어트,숄더 프레스 머신,20.0,19,3,39
남성,10대,71.5,상급자,재활/건강,인클라인 덤벨 프레스,30.0,19,2,99
남성,50대,59.4,상급자,재활/건강,오버헤드 프레스,25.0,18,3,104
남성,20대,66.3,초보자,근비대,레그 컬 머신,30.0,12,3,83
남성,10대,82.5,상급자,재활/건강,레그 프레스 머신,52.5,17,2,116
여성,20대,73.2,상급자,다이어트,어시스트 풀업 머신,47.5,16,3,43
여성,20대,59.6,초보자,다이어트,벤치프레스,7.5,18,3,48
여성,60대 이상,56.9,초보자,근비대,펙덱 플라이 머신,17.5,9,3,79
남성,30대,72.5,상급자,재활/건강,레그 익스텐션 머신,47.5,15,3,115
여성,20대,57.0,상급자,근비대,워킹 런지,35.0,8,4,76
남성,10대,81.5,초보자,스트렝스,바벨 스쿼트,30.0,5,4,143
남성,20대,58.9,중급자,다이어트,루마니안 데드리프트,27.5,17,3,53
남성,10대,54.8,상급자,근비대,레그 익스텐션 머신,77.5,11,4,87
남성,60대 이상,72.4,초보자,재활/건강,인클라인 덤벨 프레스,10.0,15,3,99
여성,60대 이상,41.1,초보자,재활/건강,체스트 프레스 머신,5.0,20,3,101
여성,10대,60.1,중급자,재활/건강,벤치프레스,12.5,20,3,96
여성,50대,51.8,상급자,다이어트,워킹 런지,25.0,19,3,59
여성,20대,77.0,중급자,근비대,레그 프레스 머신,42.5,11,3,77
남성,40대,97.3,초보자,스트렝스,레그 익스텐션 머신,55.0,5,5,172
남성,30대,51.9,중급자,다이어트,바벨 스쿼트,22.5,20,3,50
여성,40대,67.7,중급자,재활/건강,벤치프레스,12.5,18,3,102
남성,60대 이상,87.2,초보자,근비대,레그 프레스 머신,40.0,8,4,83
여성,50대,73.5,초보자,근비대,시티드 로우 머신,20.0,11,4,82
남성,50대,76.4,중급자,근비대,레그 프레스 머신,65.0,9,3,61
남성,40대,60.8,상급자,스트렝스,오버헤드 프레스,70.0,4,5,156
남성,30대,73.1,상급자,재활/건강,워킹 런지,35.0,20,2,106
남성,30대,72.6,중급자,근비대,레그 프레스 머신,62.5,9,4,75
남성,10대,55.1,중급자,재활/건강,사이드 레터럴 레이즈,15.0,20,3,113
여성,20대,63.6,중급자,근비대,어시스트 풀업 머신,35.0,11,3,67
여성,50대,62.9,중급자,근비대,랫 풀다운 머신,37.5,10,4,88
남성,30대,64.0,초보자,다이어트,루마니안 데드리프트,15.0,20,3,57
여성,50대,54.4,상급자,스트렝스,인클라인 덤벨 프레스,37.5,5,5,160
여성,20대,54.7,초보자,스트렝스,어시스트 풀업 머신,17.5,4,5,163
여성,50대,52.9,상급자,다이어트,체스트 프레스 머신,35.0,15,3,53
여성,10대,35.0,상급자,재활/건강,페이스 풀,10.0,15,2,104
여성,40대,38.0,상급자,근비대,바벨 로우,22.5,8,4,63
여성,10대,57.5,상급자,근비대,페이스 풀,32.5,12,4,90
남성,60대 이상,60.1,초보자,다이어트,루마니안 데드리프트,12.5,15,3,57
남성,10대,70.9,중급자,재활/건강,바벨 스쿼트,20.0,15,2,115
남성,40대,87.2,상급자,다이어트,레그 익스텐션 머신,80.0,18,3,31
남성,40대,62.1,중급자,스트렝스,벤치프레스,42.5,5,5,154
남성,40대,79.9,상급자,다이어트,페이스 풀,47.5,16,3,51
남성,30대,68.1,상급자,스트렝스,페이스 풀,75.0,5,5,128
남성,50대,78.5,상급자,스트렝스,인클라인 덤벨 프레스,87.5,3,4,155
여성,50대,54.6,중급자,스트렝스,벤치프레스,25.0,5,4,134
남성,50대,69.8,상급자,근비대,레그 컬 머신,92.5,10,4,87
여성,10대,55.7,초보자,스트렝스,레그 프레스 머신,20.0,4,4,125
남성,60대 이상,74.6,중급자,다이어트,바벨 로우,35.0,15,3,39
남성,40대,79.7,초보자,스트렝스,펙덱 플라이 머신,42.5,3,4,141
여성,20대,56.2,초보자,근비대,워킹 런지,10.0,10,4,67
남성,20대,65.3,상급자,재활/건강,바벨 스쿼트,25.0,19,3,103
남성,40대,76.6,상급자,재활/건강,벤치프레스,32.5,20,2,100
남성,10대,83.9,중급자,근비대,바벨 스쿼트,52.5,8,4,71
여성,10대,42.4,초보자,스트렝스,레그 컬 머신,15.0,3,5,150
남성,20대,71.2,중급자,다이어트,레그 컬 머신,45.0,15,3,57
남성,60대 이상,78.7,초보자,다이어트,바벨 로우,17.5,18,3,32
남성,50대,78.9,초보자,스트렝스,펙덱 플라이 머신,42.5,5,5,146
여성,10대,63.6,초보자,근비대,벤치프레스,12.5,12,3,74
여성,10대,50.3,상급자,스트렝스,오버헤드 프레스,37.5,3,5,128
남성,60대 이상,75.3,중급자,스트렝스,어시스트 풀업 머신,85.0,4,4,154
남성,30대,68.5,초보자,스트렝스,인클라인 덤벨 프레스,25.0,5,5,137
남성,10대,82.6,초보자,스트렝스,인클라인 덤벨 프레스,27.5,4,4,173
남성,20대,78.2,초보자,다이어트,바벨 로우,17.5,19,3,41
남성,10대,74.3,중급자,재활/건강,레그 컬 머신,27.5,15,3,102
여성,50대,56.2,초보자,근비대,숄더 프레스 머신,17.5,12,4,68
남성,40대,88.8,중급자,재활/건강,바벨 스쿼트,22.5,19,2,92
남성,60대 이상,78.7,중급자,스트렝스,시티드 로우 머신,87.5,3,4,169
남성,10대,84.8,초보자,다이어트,어시스트 풀업 머신,27.5,16,3,39
남성,20대,56.8,상급자,다이어트,사이드 레터럴 레이즈,35.0,18,3,41
여성,10대,48.8,중급자,다이어트,체스트 프레스 머신,20.0,20,3,44
남성,30대,69.6,상급자,재활/건강,시티드 로우 머신,47.5,19,3,106
여성,50대,47.3,상급자,재활/건강,벤치프레스,15.0,16,3,96
여성,20대,50.9,상급자,스트렝스,바벨 스쿼트,37.5,3,4,178
여성,20대,39.2,초보자,스트렝스,랫 풀다운 머신,12.5,4,5,178
여성,10대,38.8,상급자,재활/건강,어시스트 풀업 머신,15.0,19,2,96
여성,50대,58.6,초보자,스트렝스,루마니안 데드리프트,15.0,3,5,121
남성,60대 이상,83.0,중급자,다이어트,바벨 로우,37.5,17,3,42
여성,40대,40.5,중급자,근비대,레그 컬 머신,25.0,8,4,70
여성,30대,41.4,상급자,스트렝스,바벨 스쿼트,30.0,5,5,141
남성,60대 이상,75.3,중급자,다이어트,인클라인 덤벨 프레스,32.5,17,3,48
여성,20대,51.2,상급자,다이어트,바벨 로우,22.5,18,3,55
여성,10대,49.2,상급자,재활/건강,인클라인 덤벨 프레스,12.5,15,3,96
여성,60대 이상,67.2,초보자,재활/건강,레그 익스텐션 머신,7.5,15,3,119
여성,30대,58.5,초보자,재활/건강,루마니안 데드리프트,5.0,19,2,98
여성,60대 이상,58.2,초보자,스트렝스,인클라인 덤벨 프레스,12.5,5,4,159
남성,20대,87.4,초보자,스트렝스,랫 풀다운 머신,50.0,5,4,145
여성,40대,48.1,상급자,다이어트,랫 풀다운 머신,35.0,17,3,39
남성,60대 이상,65.0,상급자,스트렝스,오버헤드 프레스,72.5,3,4,148
여성,10대,46.6,초보자,근비대,체스트 프레스 머신,12.5,11,4,74
여성,20대,38.8,초보자,근비대,레그 컬 머신,12.5,9,3,71
여성,40대,50.6,중급자,스트렝스,루마니안 데드리프트,22.5,4,5,143
여성,60대 이상,63.6,중급자,다이어트,레그 익스텐션 머신,25.0,17,3,40
여성,10대,57.3,초보자,다이어트,루마니안 데드리프트,7.5,17,3,43
여성,20대,46.5,중급자,스트렝스,사이드 레터럴 레이즈,20.0,3,4,144
여성,20대,60.3,초보자,재활/건강,루마니안 데드리프트,5.0,18,2,119
여성,10대,41.3,중급자,스트렝스,숄더 프레스 머신,27.5,4,5,170
남성,50대,85.9,초보자,근비대,루마니안 데드리프트,27.5,8,4,65
남성,20대,54.7,중급자,근비대,체스트 프레스 머신,50.0,12,4,63
남성,40대,54.9,중급자,다이어트,바벨 스쿼트,25.0,17,3,40
남성,10대,63.2,중급자,스트렝스,레그 컬 머신,65.0,5,4,153
남성,20대,68.7,중급자,스트렝스,오버헤드 프레스,50.0,3,4,146
남성,50대,71.7,상급자,스트렝스,펙덱 플라이 머신,120.0,4,5,130
여성,10대,57.8,상급자,다이어트,레그 프레스 머신,35.0,16,3,56
여성,60대 이상,51.0,초보자,다이어트,시티드 로우 머신,10.0,20,3,48
여성,30대,49.1,중급자,스트렝스,인클라인 덤벨 프레스,22.5,3,5,150
여성,20대,46.9,상급자,다이어트,인클라인 덤벨 프레스,20.0,19,3,32
남성,50대,63.2,중급자,다이어트,페이스 풀,25.0,17,3,41
남성,20대,99.7,상급자,재활/건강,오버헤드 프레스,37.5,15,3,93
남성,30대,96.0,초보자,재활/건강,체스트 프레스 머신,20.0,17,2,94
남성,10대,76.6,중급자,근비대,레그 익스텐션 머신,67.5,9,4,63
여성,20대,58.9,상급자,다이어트,레그 프레스 머신,42.5,20,3,36
남성,40대,58.6,초보자,근비대,워킹 런지,17.5,12,4,83
남성,20대,80.8,중급자,재활/건강,레그 컬 머신,32.5,19,3,90
남성,60대 이상,68.6,중급자,스트렝스,랫 풀다운 머신,75.0,4,5,166
여성,60대 이상,53.1,상급자,다이어트,워킹 런지,25.0,20,3,49
남성,60대 이상,88.6,초보자,근비대,숄더 프레스 머신,42.5,12,3,75
남성,60대 이상,73.5,중급자,다이어트,루마니안 데드리프트,32.5,17,3,37
남성,30대,80.4,초보자,스트렝스,오버헤드 프레스,30.0,4,5,162
남성,50대,68.3,초보자,재활/건강,레그 프레스 머신,15.0,20,3,101
남성,30대,78.5,중급자,재활/건강,숄더 프레스 머신,27.5,16,3,100
여성,30대,64.5,초보자,재활/건강,레그 컬 머신,7.5,20,2,91
여성,30대,60.6,상급자,스트렝스,체스트 프레스 머신,65.0,3,4,176
남성,20대,82.3,중급자,다이어트,펙덱 플라이 머신,52.5,17,3,46
남성,40대,62.0,초보자,재활/건강,랫 풀다운 머신,12.5,18,3,94
여성,10대,52.9,상급자,근비대,사이드 레터럴 레이즈,32.5,10,4,74
여성,10대,59.0,상급자,근비대,워킹 런지,32.5,9,4,69
여성,40대,54.5,중급자,다이어트,레그 익스텐션 머신,20.0,19,3,58
남성,20대,75.6,중급자,재활/건강,벤치프레스,22.5,15,3,120
남성,50대,64.5,상급자,다이어트,인클라인 덤벨 프레스,42.5,16,3,31
남성,30대,68.7,초보자,스트렝스,펙덱 플라이 머신,35.0,4,5,167
남성,20대,74.4,상급자,근비대,바벨 스쿼트,67.5,10,4,68
여성,20대,55.8,상급자,스트렝스,숄더 프레스 머신,60.0,3,5,159
여성,50대,58.2,상급자,스트렝스,시티드 로우 머신,60.0,3,5,124
여성,40대,50.1,중급자,다이어트,어시스트 풀업 머신,22.5,15,3,56
남성,30대,59.4,상급자,스트렝스,체스트 프레스 머신,97.5,3,4,126
남성,10대,48.2,중급자,근비대,바벨 로우,30.0,8,4,82
남성,40대,63.3,중급자,근비대,랫 풀다운 머신,52.5,12,3,87
남성,50대,87.9,중급자,근비대,체스트 프레스 머신,85.0,10,3,89
남성,30대,79.9,초보자,재활/건강,숄더 프레스 머신,20.0,15,2,103
여성,50대,65.8,중급자,근비대,펙덱 플라이 머신,35.0,8,3,75
여성,30대,54.7,상급자,근비대,인클라인 덤벨 프레스,32.5,12,3,90
남성,20대,68.7,상급자,스트렝스,어시스트 풀업 머신,107.5,5,4,123
여성,50대,65.1,중급자,스트렝스,시티드 로우 머신,47.5,3,5,152
여성,10대,61.6,중급자,근비대,어시스트 풀업 머신,37.5,12,3,71
남성,10대,78.9,중급자,스트렝스,사이드 레터럴 레이즈,57.5,4,5,154
여성,30대,56.6,중급자,다이어트,시티드 로우 머신,25.0,18,3,32
남성,40대,76.1,중급자,근비대,인클라인 덤벨 프레스,47.5,11,4,85
남성,40대,82.1,초보자,근비대,시티드 로우 머신,35.0,9,3,84
남성,30대,78.9,상급자,다이어트,벤치프레스,52.5,20,3,31
남성,10대,89.5,중급자,스트렝스,워킹 런지,62.5,4,4,153
남성,30대,76.3,상급자,스트렝스,어시스트 풀업 머신,127.5,4,5,145
남성,20대,82.4,상급자,다이어트,레그 익스텐션 머신,82.5,15,3,39
남성,50대,82.7,중급자,근비대,사이드 레터럴 레이즈,50.0,8,4,73
여성,40대,61.7,중급자,재활/건강,레그 컬 머신,15.0,20,2,92
여성,30대,61.8,상급자,재활/건강,루마니안 데드리프트,17.5,15,2,110
여성,10대,45.0,상급자,근비대,바벨 로우,27.5,9,3,73
남성,60대 이상,72.0,상급자,재활/건강,어시스트 풀업 머신,47.5,17,3,103
여성,40대,55.8,중급자,근비대,오버헤드 프레스,22.5,9,4,66
여성,60대 이상,57.3,중급자,다이어트,바벨 로우,15.0,17,3,31
여성,60대 이상,54.6,초보자,다이어트,워킹 런지,7.5,18,3,47
남성,60대 이상,71.8,초보자,다이어트,레그 익스텐션 머신,22.5,19,3,49
남성,50대,68.4,상급자,스트렝스,페이스 풀,75.0,4,5,151
남성,20대,85.6,중급자,재활/건강,레그 컬 머신,37.5,17,2,117
남성,50대,84.2,중급자,다이어트,사이드 레터럴 레이즈,37.5,20,3,51
남성,20대,76.7,상급자,근비대,사이드 레터럴 레이즈,65.0,9,4,70
남성,30대,81.9,초보자,재활/건강,바벨 로우,12.5,16,2,110
남성,10대,71.9,초보자,근비대,바벨 스쿼트,20.0,10,4,68
여성,50대,63.6,중급자,스트렝스,시티드 로우 머신,42.5,4,5,140
남성,50대,89.7,중급자,재활/건강,인클라인 덤벨 프레스,27.5,17,2,93
남성,50대,74.6,상급자,근비대,페이스 풀,65.0,10,4,65
여성,60대 이상,55.5,상급자,스트렝스,레그 익스텐션 머신,60.0,3,4,146
남성,20대,74.8,상급자,다이어트,워킹 런지,50.0,17,3,39
여성,50대,42.8,중급자,재활/건강,시티드 로우 머신,10.0,18,2,92
남성,30대,61.1,초보자,스트렝스,레그 프레스 머신,32.5,4,5,172
여성,60대 이상,67.2,초보자,재활/건강,벤치프레스,5.0,18,3,96
남성,50대,73.9,초보자,재활/건강,레그 컬 머신,17.5,17,3,118
여성,10대,46.5,초보자,재활/건강,인클라인 덤벨 프레스,5.0,20,2,117
여성,30대,56.0,상급자,다이어트,펙덱 플라이 머신,35.0,16,3,41
남성,50대,73.3,상급자,스트렝스,바벨 스쿼트,82.5,4,4,159
남성,40대,80.3,초보자,스트렝스,사이드 레터럴 레이즈,30.0,4,5,149
여성,10대,46.6,초보자,다이어트,바벨 로우,7.5,16,3,57
남성,40대,79.1,상급자,근비대,체스트 프레스 머신,102.5,11,3,80
여성,10대,63.2,초보자,근비대,사이드 레터럴 레이즈,12.5,10,3,81
여성,50대,57.7,중급자,다이어트,시티드 로우 머신,25.0,16,3,51
여성,20대,75.6,중급자,다이어트,시티드 로우 머신,27.5,20,3,47
여성,50대,61.7,초보자,재활/건강,숄더 프레스 머신,7.5,18,3,106
남성,30대,69.6,초보자,다이어트,체스트 프레스 머신,20.0,16,3,35
남성,10대,82.1,상급자,근비대,바벨 스쿼트,72.5,12,3,81
여성,60대 이상,65.6,초보자,스트렝스,바벨 스쿼트,15.0,4,4,140
남성,50대,76.0,초보자,재활/건강,펙덱 플라이 머신,15.0,15,2,107
여성,50대,55.2,상급자,스트렝스,페이스 풀,40.0,3,5,133
